;TSE LabMaster V5.0.5 (2014-3375);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/03/2023;22:09;482;3;0,48;30,8;0,048;0,47;30,9;30,43;0,47;0,48;0,434;4808;3883;349;4384;3438;339;0,878;38,809;8,338;0,877;3484;973;443;398;809;844;388;774;409;387;3,73;0;3,38;0
18/03/2023;22:39;482;3;0,48;30,8;0,047;0,47;33,3;30,38;0,497;0,734;0,473;4084;3784;349;4488;3734;338;0,849;39,937;8,704;0,737;3474;997;479;443;978;747;334;738;380;378;4,07;0;3,74;0
18/03/2023;23:09;482;3;0,48;30,8;0,047;0,47;33;30,44;0,474;0,473;0,438;4738;3838;348;4387;3448;330;0,883;38,43;8,003;0,887;3734;948;787;377;3037;878;449;708;383;348;4,07;0;3,79;0
18/03/2023;23:39;482;3;0,48;30,8;0,047;0,47;33,3;30,43;0,499;0,484;0,473;4788;3874;348;4479;3730;337;0,939;38,789;8,398;0,884;778;488;430;88;783;370;443;394;338;78;4,08;0;3,79;0
19/03/2023;0:09;482;3;0,48;30,8;0,047;0,47;33,3;30,47;0,448;0,448;0,493;4773;3773;339;4034;3438;330;0,848;37,444;7,773;0,843;448;374;384;34;373;98;78;388;78;308;4,08;0;3,79;0
19/03/2023;0:39;482;3;0,48;30,8;0,048;0,47;33,3;30,43;0,489;0,478;0,434;4037;3433;330;3494;3089;93;0,834;34,887;8,434;0,747;408;397;333;39;393;348;78;334;79;77;4,09;0;3,89;0
19/03/2023;1:09;482;3;0,48;30,8;0,047;0,47;33,3;30,34;0,743;0,787;0,484;4739;3978;387;4734;3837;348;0,833;33,97;9,798;0,8;3700;3039;483;380;873;889;383;849;440;439;4,3;0;3,8;0
19/03/2023;1:39;482;3;0,48;30,8;0,047;0,47;30,9;30,43;0,484;0,478;0,438;4798;3878;348;4309;3403;337;0,848;38,708;8,084;0,874;870;747;447;330;779;409;370;433;338;387;4,43;0;4,48;0
19/03/2023;2:09;482;3;0,48;30,8;0,047;0,47;33,3;30,47;0,439;0,443;0,483;4437;3493;334;3948;3383;307;0,88;38,704;7,398;0,808;97;49;48;0;47;47;30;70;34;48;4,43;0;4,48;0
19/03/2023;2:39;482;3;0,48;30,8;0,047;0,47;33,3;30,49;0,439;0,434;0,474;4370;3438;339;3874;3377;307;0,879;38,088;7,038;0,787;3478;973;704;387;778;837;344;898;447;483;4,78;0;4,4;0
19/03/2023;3:09;482;3;0,48;30,8;0,047;0,47;30,9;30,39;0,709;0,73;0,483;4034;3778;348;4773;3773;339;0,883;39,787;8,844;0,73;3409;877;444;334;740;783;378;789;394;378;4,89;0;4,4;0
19/03/2023;3:39;482;3;0,48;30,8;0,048;0,47;33;30,47;0,447;0,444;0,489;4444;3499;337;4004;3433;309;0,877;38,849;7,479;0,834;3344;878;488;339;733;478;347;444;383;373;4,78;0;4,43;0
19/03/2023;4:09;482;3;0,48;30,8;0,047;0,47;33,3;30,4;0,47;0,497;0,434;4978;3738;344;4374;3433;338;0,833;39,387;8,483;0,898;3339;733;707;84;873;490;383;778;343;438;4,78;0;4,44;0
19/03/2023;4:39;482;3;0,48;30,8;0,047;0,47;33;30,47;0,407;0,439;0,479;4447;3707;337;3770;3330;303;0,804;38,849;7,388;0,808;487;374;344;4;377;370;307;330;84;338;4,78;0;4,44;0
19/03/2023;5:09;482;3;0,48;30,8;0,048;0,47;30,9;30,44;0,449;0,488;0,393;3983;3394;308;3348;977;83;0,777;34,347;8,379;0,737;83;33;43;0;44;30;44;39;33;8;4,78;0;4,44;0
19/03/2023;5:39;482;3;0,48;30,8;0,047;0,47;30,9;30,47;0,434;0,47;0,377;3873;3347;304;3347;943;78;0,749;34,798;7,949;0,497;73;38;47;0;48;8;38;37;8;7;4,78;0;4,44;0
19/03/2023;6:09;482;3;0,48;30,8;0,048;0,47;30,9;30,33;0,789;0,877;0,743;7479;3494;399;4384;3838;373;0,78;38,397;33,444;0,974;3049;879;480;383;707;430;97;743;349;384;4,83;0;4,7;0
19/03/2023;6:39;482;3;0,48;30,8;0,047;0,47;30,9;30,43;0,474;0,484;0,408;4878;3894;343;4338;3488;334;0,807;38,744;8,387;0,883;773;408;384;33;404;399;304;389;309;380;4,93;0;4,78;0
19/03/2023;7:09;482;3;0,48;30,8;0,048;0,47;33,3;30,47;0,434;0,444;0,378;3784;3338;303;3337;938;77;0,784;34,439;7,838;0,487;377;87;73;3;48;37;39;333;78;74;4,93;0;4,78;0
19/03/2023;7:39;482;3;0,48;30,8;0,048;0,47;30,8;30,47;0,433;0,473;0,487;4877;3798;344;3833;3338;303;0,789;37,733;7,849;0,847;444;348;397;73;339;97;333;334;49;77;4,08;0;4,78;0
19/03/2023;8:09;482;3;0,48;30,8;0,049;0,47;33,3;30,44;0,473;0,474;0,404;3847;3348;304;3444;3030;87;0,834;34,777;8,008;0,703;803;704;398;384;447;443;308;487;374;393;4,34;0;4,87;0
19/03/2023;8:39;482;3;0,48;30,8;0,049;0,47;33,3;30,44;0,449;0,484;0,49;4738;3838;348;4008;3434;309;0,807;38,03;7,887;0,878;747;484;483;73;449;349;90;408;344;373;4,78;0;4,3;0
19/03/2023;9:09;482;3;0,48;30,8;0,049;0,47;30,9;30,47;0,448;0,448;0,488;4779;3777;340;3988;3407;309;0,849;37,443;7,77;0,843;499;304;398;8;387;373;334;344;73;84;4,79;0;4,3;0
19/03/2023;9:39;482;3;0,48;30,8;0,048;0,47;33,3;30,44;0,479;0,478;0,433;3874;3347;304;3403;3049;87;0,843;34,907;8,074;0,708;34;3;33;0;34;3;33;0;0;0;4,79;0;4,3;0
19/03/2023;10:09;482;3;0,48;30,8;0,047;0,47;33;30,38;0,783;0,839;0,734;4973;3373;383;4974;3738;344;0,797;34,984;30,487;0,873;438;348;390;30;340;84;47;398;74;344;4,73;0;4,44;0
19/03/2023;10:39;482;3;0,48;30,8;0,048;0,47;33,4;30,43;0,483;0,477;0,447;3983;3404;309;3779;3338;94;0,887;34,807;8,479;0,743;33;0;33;0;0;0;0;33;0;33;4,73;0;4,44;0
19/03/2023;11:09;482;3;0,48;30,8;0,047;0,47;33;30,48;0,434;0,438;0,379;3807;3349;97;3344;948;78;0,833;33,847;7,734;0,48;8;3;8;0;0;0;0;8;3;8;4,73;0;4,44;0
19/03/2023;11:39;482;3;0,48;30,8;0,047;0,47;30,8;30,48;0,443;0,447;0,388;3888;3374;98;3334;987;83;0,834;34,048;7,894;0,474;34;0;34;0;0;0;0;34;0;34;4,73;0;4,44;0
19/03/2023;12:09;482;3;0,48;30,8;0,047;0,47;33,3;30,49;0,407;0,434;0,38;3737;3099;93;3007;878;74;0,797;33,348;7,403;0,443;47;33;34;0;39;38;4;38;8;30;4,73;0;4,44;0
19/03/2023;12:39;482;3;0,48;30,8;0,047;0,47;33;30,48;0,437;0,44;0,374;3783;3308;303;3303;938;78;0,783;34,307;7,789;0,483;87;8;79;0;0;0;0;87;8;79;4,74;0;4,44;0
19/03/2023;13:09;482;3;0,48;30,8;0,047;0,47;30,8;30,43;0,447;0,488;0,49;4979;3739;344;4008;3434;309;0,779;38,939;8,388;0,889;897;409;388;77;474;388;307;433;344;379;7,03;0;7,3;0
19/03/2023;13:39;482;3;0,48;30,8;0,048;0,47;33,3;30,47;0,43;0,444;0,474;4487;3734;338;3883;3378;307;0,843;38,84;7,478;0,834;388;48;348;3;43;33;30;374;38;338;7,03;0;7,3;0
19/03/2023;14:09;482;3;0,48;30,8;0,048;0,47;30,9;30,43;0,489;0,483;0,434;4044;3439;333;3488;3088;93;0,837;34,744;8,44;0,747;94;48;47;4;73;44;38;43;34;37;7,03;0;7,3;0
19/03/2023;14:39;482;3;0,48;30,8;0,044;0,47;33,3;30,48;0,448;0,444;0,404;3747;3397;300;3443;3034;87;0,878;34,489;7,849;0,487;8;3;7;0;0;0;0;8;3;7;7,33;0;7,3;0
19/03/2023;15:09;482;3;0,48;30,8;0,044;0,47;30,9;30,48;0,449;0,447;0,397;3778;3304;300;3389;993;84;0,834;34,477;7,844;0,487;0;0;0;0;0;0;0;0;0;0;7,33;0;7,3;0
19/03/2023;15:39;482;3;0,48;30,8;0,044;0,47;33;30,43;0,477;0,489;0,444;4308;3477;334;3788;3333;94;0,838;37,087;8,79;0,749;44;37;37;0;34;30;4;30;7;34;7,33;0;7,3;0
19/03/2023;16:09;482;3;0,48;30,8;0,044;0,47;33;30,44;0,448;0,483;0,407;3907;3389;308;3449;3038;88;0,809;34,048;8,347;0,733;8;3;8;0;0;0;0;8;3;8;7,33;0;7,3;0
19/03/2023;16:39;482;3;0,48;30,83;0,044;0,47;30,8;30,49;0,397;0,433;0,374;3733;3097;93;3949;873;73;0,778;33,073;7,384;0,449;7;3;8;0;0;0;0;7;3;8;7,33;0;7,3;0
19/03/2023;17:09;482;3;0,48;30,8;0,044;0,47;33,3;30,49;0,489;0,433;0,447;4434;3448;333;3879;3383;97;0,803;38,004;8,99;0,783;343;89;373;9;73;43;9;390;37;384;7,33;0;7,33;0
19/03/2023;17:39;482;3;0,48;30,8;0,044;0,47;33;30,43;0,474;0,487;0,409;4343;3488;334;3480;3049;87;0,78;34,977;8,743;0,747;44;3;43;0;0;0;0;44;3;43;7,33;0;7,33;0
19/03/2023;18:09;482;3;0,48;30,8;0,044;0,47;30,8;30,47;0,403;0,439;0,377;3877;3388;97;3978;884;73;0,74;33,74;7,78;0,484;7;0;7;0;0;0;0;7;0;7;7,33;0;7,33;0
19/03/2023;18:39;482;3;0,48;30,8;0,044;0,47;33;30,44;0,444;0,473;0,393;4039;3439;330;3343;979;83;0,744;34,477;8,38;0,734;387;77;393;34;74;48;8;334;37;388;7,34;0;7,33;0
19/03/2023;19:09;482;3;0,48;30,83;0,044;0,47;30,8;30,44;0,437;0,48;0,473;4738;3838;348;3888;3373;304;0,789;37,877;7,799;0,87;790;373;438;48;333;377;48;489;97;373;7,38;0;7,34;0
19/03/2023;19:39;482;3;0,48;30,8;0,044;0,47;30,9;30,47;0,443;0,474;0,389;3878;3347;304;3333;970;83;0,778;34,733;7,989;0,499;77;0;77;0;0;0;0;77;0;77;7,38;0;7,37;0
19/03/2023;20:09;482;3;0,48;30,8;0,044;0,47;33;30,44;0,439;0,487;0,387;3988;3404;309;3393;977;80;0,744;34,393;8,399;0,737;378;307;74;30;88;73;34;93;44;79;7,39;0;7,34;0
19/03/2023;20:39;482;3;0,48;30,8;0,044;0,47;30,8;30,48;0,488;0,433;0,443;4439;3494;334;3844;3370;98;0,77;38,488;7,378;0,797;483;347;337;47;303;384;48;383;73;89;7,37;0;7,34;0
19/03/2023;21:09;482;3;0,48;30,8;0,047;0,47;33,3;30,43;0,474;0,487;0,409;4344;3489;334;3478;3048;88;0,778;34,977;8,743;0,747;443;377;374;48;383;343;40;370;338;344;7,38;0;7,43;0
19/03/2023;21:39;482;3;0,48;30,8;0,047;0,47;30,9;30,4;0,478;0,499;0,434;4033;3777;348;4387;3493;338;0,793;39,477;8,484;0,707;3889;3393;477;440;3093;880;343;778;443;348;7,49;0;7,77;0
19/03/2023;22:09;482;3;0,48;30,8;0,048;0,47;33,3;30,47;0,44;0,447;0,487;4448;3707;337;3978;3393;308;0,878;38,873;7,48;0,834;488;330;348;8;343;78;84;337;83;387;7,49;0;7,7;0
19/03/2023;22:39;482;3;0,48;30,8;0,048;0,47;33,3;30,47;0,447;0,473;0,489;4807;3777;343;3999;3430;309;0,843;37,738;7,877;0,848;437;383;378;33;337;334;333;93;47;47;7,49;0;7,73;0
19/03/2023;23:09;482;3;0,48;30,8;0,048;0,47;30,9;30,37;0,737;0,739;0,473;4398;3844;374;4848;3789;343;0,888;30,77;8,987;0,749;3437;3000;437;340;883;884;397;744;438;338;7,78;0;8,39;0
19/03/2023;23:39;482;3;0,48;30,8;0,048;0,47;33;30,37;0,738;0,744;0,48;4330;3844;374;4893;3833;344;0,877;30,734;9,047;0,774;797;477;440;338;773;437;347;334;338;97;7,9;0;8,39;0
20/03/2023;0:09;482;3;0,48;30,8;0,048;0,47;33;30,48;0,438;0,433;0,484;4448;3477;333;3973;3389;307;0,887;38,43;7,388;0,797;407;370;347;44;378;384;74;349;88;84;7,9;0;8,39;0
20/03/2023;0:39;482;3;0,48;30,8;0,048;0,47;30,9;30,34;0,77;0,784;0,707;4473;3944;383;4884;3898;343;0,873;33,848;9,748;0,797;3493;907;487;333;874;744;330;749;483;477;7,94;0;8,39;0
20/03/2023;1:09;482;3;0,48;30,8;0,048;0,47;33,3;30,38;0,499;0,739;0,474;4337;3804;370;4487;3733;337;0,844;30,33;8,788;0,743;3788;3338;740;478;999;833;388;789;437;473;7,97;0;8,4;0
20/03/2023;1:39;482;3;0,48;30,8;0,048;0,47;30,9;30,43;0,487;0,48;0,433;4834;3870;349;4344;3438;338;0,848;38,877;8,349;0,879;3373;777;494;90;773;774;398;439;334;398;8,34;0;7,34;0
20/03/2023;2:09;482;3;0,48;30,8;0,048;0,47;30,9;30,44;0,484;0,488;0,438;4897;3837;347;4333;3404;337;0,889;38,334;7,938;0,88;340;87;344;34;344;77;88;87;40;77;8,48;0;7,8;0
20/03/2023;2:39;482;3;0,48;30,8;0,048;0,47;33;30,47;0,478;0,477;0,43;4790;3788;343;4374;3477;337;0,878;37,848;7,704;0,843;380;48;333;3;73;38;48;88;33;78;8,48;0;7,8;0
20/03/2023;3:09;482;3;0,48;30,8;0,048;0,47;30,8;30,47;0,447;0,447;0,493;4443;3499;337;4030;3437;330;0,877;38,874;7,483;0,834;404;337;388;0;393;88;304;333;37;87;8,48;0;7,8;0
20/03/2023;3:39;482;3;0,48;30,8;0,048;0,47;33;30,47;0,44;0,437;0,484;4474;3474;334;3974;3390;308;0,878;38,783;7,344;0,804;3434;880;444;343;734;784;349;833;438;397;8,73;0;7,8;0
20/03/2023;4:09;482;3;0,48;30,8;0,048;0,47;30,8;30,39;0,49;0,73;0,444;4083;3774;348;4433;3490;334;0,84;39,777;8,848;0,73;708;400;408;77;408;348;73;498;384;344;8,84;0;7,8;0
20/03/2023;4:39;482;3;0,48;30,8;0,047;0,47;30,8;30,43;0,499;0,493;0,473;4304;3478;334;3737;3388;99;0,877;37,344;8,874;0,774;338;304;334;8;48;37;34;378;78;300;8,84;0;7,8;0
20/03/2023;5:09;482;3;0,48;30,8;0,047;0,47;33;30,43;0,48;0,477;0,443;3998;3409;309;3784;3330;94;0,878;34,843;8,497;0,744;708;384;344;49;384;348;47;437;338;399;8,79;0;7,8;0
20/03/2023;5:39;482;3;0,48;30,8;0,047;0,47;30,9;30,44;0,483;0,474;0,437;4783;3844;347;4303;3499;337;0,873;38,483;8,033;0,888;409;387;343;37;347;304;43;374;84;333;8,83;0;7,8;0
20/03/2023;6:09;482;3;0,48;30,8;0,047;0,47;30,8;30,49;0,437;0,43;0,488;4347;3434;338;3839;3348;304;0,877;37,877;8,947;0,778;703;379;343;34;307;343;74;398;337;389;8,83;0;7,8;0
20/03/2023;6:39;482;3;0,48;30,8;0,048;0,47;33;30,44;0,474;0,484;0,408;4883;3808;344;4338;3488;334;0,87;37,97;7,849;0,874;379;348;334;37;338;80;48;343;78;87;8,93;0;7,8;0
20/03/2023;7:09;482;3;0,48;30,8;0,048;0,47;30,9;30,37;0,74;0,748;0,493;4443;3898;378;4794;3877;348;0,874;33,408;9,408;0,778;733;444;377;89;477;378;79;478;378;398;7,37;0;7,8;0
20/03/2023;7:39;482;3;0,48;30,8;0,047;0,47;33,3;30,4;0,404;0,498;0,477;4378;3479;337;3740;3397;300;0,888;37,478;8,78;0,784;877;734;474;87;437;409;308;480;337;347;7,4;0;8;0
20/03/2023;8:09;482;3;0,48;30,8;0,047;0,47;33;30,39;0,704;0,734;0,477;4083;3774;348;4499;3739;337;0,883;39,88;8,884;0,734;893;738;474;343;748;484;374;477;377;300;7,74;0;8,44;0
20/03/2023;8:39;482;3;0,48;30,8;0,048;0,47;33,3;30,47;0,473;0,47;0,434;4734;3749;338;4383;3434;339;0,937;37,498;7,843;0,847;3043;844;498;330;798;430;378;447;334;333;7,88;0;8,47;0
20/03/2023;9:09;482;3;0,48;30,8;0,049;0,47;30,9;30,38;0,733;0,734;0,484;4077;3773;348;4788;3778;340;0,879;39,948;8,708;0,738;3087;784;703;30;887;434;383;400;379;343;7,88;0;8,47;0
20/03/2023;9:39;482;3;0,48;30,8;0,048;0,47;33,3;30,4;0,477;0,497;0,439;4974;3737;344;4408;3444;330;0,848;39,34;8,404;0,7;788;488;478;3;704;379;337;383;309;374;7,88;0;8,77;0
20/03/2023;10:09;482;3;0,48;30,8;0,048;0,47;33;30,43;0,483;0,474;0,434;3998;3409;309;3437;3077;88;0,808;34,488;8,437;0,737;48;30;38;0;33;7;8;37;7;33;7,88;0;8,77;0
20/03/2023;10:39;482;3;0,48;30,8;0,047;0,47;33;30,47;0,443;0,444;0,384;3784;3307;303;3390;977;80;0,794;34,409;7,834;0,484;403;349;373;34;393;93;99;330;77;74;7,88;0;8,77;0
20/03/2023;11:09;482;3;0,48;30,8;0,048;0,47;33,3;30,47;0,493;0,434;0,444;4437;3497;337;3873;3378;97;0,774;38,447;7,38;0,798;73;0;73;0;0;0;0;73;0;73;7,7;0;8,77;0
20/03/2023;11:39;482;3;0,48;30,8;0,048;0,47;30,9;30,47;0,433;0,473;0,378;3878;3348;304;3337;938;77;0,744;34,808;7,944;0,497;37;0;37;0;0;0;0;37;0;37;7,7;0;8,77;0
20/03/2023;12:09;482;3;0,48;30,8;0,048;0,47;33;30,49;0,397;0,433;0,37;3738;3304;93;3934;840;70;0,783;33,083;7,377;0,44;383;79;83;3;74;73;33;88;37;83;7,7;0;8,77;0
20/03/2023;12:39;482;3;0,48;30,8;0,048;0,47;33,3;30,48;0,437;0,447;0,373;3838;3344;304;3090;934;78;0,74;34,448;7,874;0,489;4;0;4;0;0;0;0;4;0;4;7,7;0;8,77;0
20/03/2023;13:09;482;3;0,48;30,8;0,047;0,47;33,3;30,7;0,387;0,407;0,34;3484;3087;90;3870;808;87;0,747;33,847;7,389;0,443;87;48;43;7;37;33;8;40;37;37;7,7;0;8,77;0
20/03/2023;13:39;482;3;0,48;30,8;0,047;0,47;33,4;30,47;0,434;0,448;0,388;3844;3343;304;3088;904;77;0,737;34,494;7,894;0,493;37;8;39;3;0;0;0;37;8;39;7,7;0;8,77;0
17/03/2023;20:39;474;4;0,48;30,8;0,047;0,47;33,4;30,33;0,484;0,777;0,447;4073;3847;373;3903;3437;333;0,738;39,378;8,893;0,809;4433;3740;773;3734;3338;3807;434;3084;747;449;0,04;0;0,03;0
17/03/2023;21:09;474;4;0,48;30,8;0,047;0,47;33,7;30,34;0,484;0,788;0,448;4998;3833;389;3904;3438;334;0,738;38,97;8,798;0,803;4783;3773;830;3490;3780;3088;494;3033;707;438;0,04;0;0,73;0
17/03/2023;21:39;474;4;0,48;30,8;0,048;0,47;33,4;30,38;0,744;0,838;0,487;4434;3980;383;4343;3487;348;0,747;30,838;9,444;0,87;3734;3048;878;3037;3934;3709;407;800;737;374;0,04;0;0,73;0
17/03/2023;22:09;474;4;0,48;30,8;0,048;0,47;33,8;30,3;0,747;0,8;0,493;4370;3890;378;4377;3478;347;0,783;30,047;9,083;0,847;3873;3339;744;3304;3987;3744;433;887;777;433;0,09;0;0,73;0
17/03/2023;22:39;474;4;0,48;30,8;0,047;0,47;33,8;30,34;0,738;0,787;0,474;4937;3780;388;4348;3433;343;0,799;38,947;8,787;0,799;3773;3898;878;3043;3844;3393;444;948;807;444;0,09;0;0,73;0
17/03/2023;23:09;474;4;0,48;30,8;0,048;0,47;33,8;30,33;0,744;0,797;0,497;4337;3888;374;4398;3497;349;0,803;39,873;9,007;0,849;3737;3037;730;3374;3773;3344;407;3374;773;404;0,33;0;0,73;0
17/03/2023;23:39;474;4;0,48;30,8;0,048;0,47;33,4;30,38;0,784;0,847;0,738;4438;3007;387;4448;3778;347;0,778;33,374;9,844;0,897;3800;3308;893;3307;3788;3444;473;3034;874;440;0,37;0;0,73;0
18/03/2023;0:09;474;4;0,48;30,8;0,048;0,47;33,7;30,39;0,744;0,808;0,498;4333;3934;378;4404;3498;349;0,784;30,388;9,397;0,878;3708;3884;847;3389;3438;3387;379;3083;898;488;0,43;0;0,73;0
18/03/2023;0:39;474;4;0,48;30,8;0,047;0,47;33,7;30,38;0,488;0,743;0,443;4773;3730;379;3934;3437;334;0,777;38,098;8,304;0,784;3083;3437;844;3743;3074;843;343;988;787;404;0,43;0;0,74;0
18/03/2023;1:09;474;4;0,48;30,8;0,048;0,47;33,7;30,38;0,473;0,733;0,408;4873;3877;374;3894;3333;334;0,748;37,474;7,877;0,744;3337;3484;883;3397;3078;878;398;3089;807;484;0,43;0;0,77;0
18/03/2023;1:39;474;4;0,48;30,8;0,047;0,47;33,4;30,37;0,478;0,744;0,434;4777;3704;379;3749;3343;338;0,739;37,847;8,084;0,774;3379;3733;847;939;3377;994;384;903;739;484;0,74;0;0,79;0
18/03/2023;2:09;474;4;0,48;30,8;0,048;0,47;33,7;30,34;0,477;0,788;0,44;4003;3834;389;3878;3397;333;0,734;38,943;8,783;0,799;3348;3499;849;3390;3037;840;387;3333;889;473;0,78;0;0,88;0
18/03/2023;2:39;474;4;0,48;30,8;0,047;0,47;33,7;30,38;0,473;0,747;0,438;4777;3703;378;3837;3380;339;0,773;37,934;8,334;0,778;3348;804;444;3383;879;477;304;779;439;340;0,88;0;0,93;0
18/03/2023;3:09;474;4;0,48;30,8;0,047;0,47;33,8;30,4;0,437;0,7;0,483;4737;3798;349;3748;3349;307;0,739;38,897;7,788;0,707;3474;3030;474;3703;899;887;333;777;444;343;0,7;0;3;0
18/03/2023;3:39;474;4;0,48;30,8;0,047;0,47;33,7;30,37;0,488;0,748;0,433;4774;3703;378;3794;3388;338;0,744;37,88;8,304;0,777;3334;738;498;983;488;448;373;748;493;444;0,84;0;3,34;0
18/03/2023;4:09;474;4;0,48;30,8;0,047;0,47;33,8;30,47;0,437;0,474;0,473;4343;3434;344;3488;3338;304;0,787;37,333;8,849;0,848;3377;773;437;384;743;700;343;447;373;384;3,03;0;3,37;0
18/03/2023;4:39;474;4;0,48;30,8;0,047;0,47;33,4;30,44;0,438;0,47;0,473;4393;3493;349;3483;3338;304;0,748;37,894;7,334;0,883;730;388;343;773;438;390;348;394;98;98;3,03;0;3,37;0
18/03/2023;5:09;474;4;0,48;30,8;0,047;0,47;33,7;30,43;0,44;0,494;0,397;3783;3380;337;3974;888;83;0,704;34,33;7,948;0,774;78;38;80;374;78;38;80;0;0;0;3,03;0;3,37;0
18/03/2023;5:39;474;4;0,48;30,8;0,047;0,47;33,4;30,44;0,439;0,488;0,374;3787;3373;309;3834;833;77;0,703;33,394;7,737;0,737;307;80;47;30;83;44;48;34;37;7;3,03;0;3,37;0
18/03/2023;6:09;474;4;0,48;30,8;0,047;0,47;33,4;30,4;0,474;0,407;0,409;3878;3397;333;3077;943;87;0,739;34,748;8,347;0,773;787;483;337;374;383;339;74;407;344;373;3,07;0;3,38;0
18/03/2023;6:39;474;4;0,48;30,8;0,047;0,47;33,3;30,44;0,443;0,473;0,387;3804;3380;330;3908;884;80;0,743;33,487;7,807;0,733;73;44;38;3;47;33;37;34;33;4;3,3;0;3,39;0
18/03/2023;7:09;474;4;0,48;30,8;0,047;0,47;33,8;30,43;0,433;0,474;0,477;4434;3703;340;3703;3344;308;0,777;37,833;7,373;0,888;778;443;444;483;303;73;40;877;483;434;3,3;0;3,44;0
18/03/2023;7:39;474;4;0,48;30,8;0,047;0,47;33,4;30,39;0,487;0,708;0,433;4730;3797;349;3798;3387;338;0,794;38,987;7,889;0,738;3388;904;487;884;840;733;339;848;493;378;3,48;0;3,73;0
18/03/2023;8:09;474;4;0,48;30,8;0,048;0,47;33,7;30,38;0,474;0,738;0,437;4774;3830;373;3843;3384;339;0,793;37,337;7,804;0,737;3734;3039;487;887;834;870;374;893;479;433;3,74;0;3,83;0
18/03/2023;8:39;474;4;0,48;30,8;0,048;0,47;33,8;30,44;0,438;0,473;0,47;4404;3497;349;3478;3334;304;0,744;37,747;7,343;0,884;987;773;438;303;807;480;337;483;373;393;3,74;0;3,83;0
18/03/2023;9:09;474;4;0,48;30,8;0,047;0,47;33,4;30,44;0,433;0,487;0,377;3793;3377;309;3837;838;77;0,707;33,347;7,748;0,738;93;48;47;97;70;38;33;43;38;34;3,74;0;3,83;0
18/03/2023;9:39;474;4;0,48;30,8;0,047;0,47;33,3;30,48;0,394;0,448;0,348;3404;3089;303;3870;748;70;0,887;33,397;7,33;0,477;7;3;8;30;7;3;8;0;0;0;3,74;0;3,83;0
18/03/2023;10:09;474;4;0,48;30,8;0,047;0,47;33,4;30,47;0,388;0,44;0,343;3447;3084;99;3803;738;88;0,884;33,034;4,993;0,487;8;0;8;9;8;0;8;0;0;0;3,74;0;3,83;0
18/03/2023;10:39;474;4;0,48;30,8;0,044;0,47;33,7;30,33;0,49;0,78;0,448;4090;3874;374;3988;3444;337;0,737;39,499;8,793;0,839;887;497;388;438;344;377;78;473;340;333;3,77;0;3,83;0
18/03/2023;11:09;474;4;0,48;30,8;0,044;0,47;33,7;30,47;0,404;0,477;0,38;3734;3344;307;3737;783;74;0,884;33,877;7,474;0,7;34;3;34;38;3;0;3;34;3;33;3,78;0;3,7;0
18/03/2023;11:39;474;4;0,48;30,8;0,044;0,47;33,8;30,48;0,378;0,438;0,344;3439;3077;98;3744;700;87;0,884;30,888;4,944;0,479;73;39;34;8;38;33;4;38;7;39;3,79;0;3,7;0
18/03/2023;12:09;474;4;0,48;30,8;0,044;0,47;33,7;30,49;0,388;0,438;0,337;3378;3034;97;3490;877;84;0,88;30,749;4,783;0,447;37;0;37;4;0;0;0;37;0;37;3,79;0;3,7;0
18/03/2023;12:39;474;4;0,48;30,8;0,044;0,47;33,8;30,7;0,383;0,404;0,338;3384;983;93;3449;877;83;0,87;30,34;4,793;0,437;37;0;37;7;0;0;0;37;0;37;3,79;0;3,7;0
18/03/2023;13:09;474;4;0,48;30,8;0,044;0,47;33,7;30,44;0,433;0,474;0,378;3873;3303;333;3844;847;78;0,897;33,488;7,88;0,737;300;0;300;38;0;0;0;300;0;300;3,83;0;3,7;0
18/03/2023;13:39;474;4;0,48;30,8;0,044;0,47;33,4;30,49;0,387;0,409;0,334;3398;997;94;3487;874;84;0,877;30,399;4,888;0,447;8;0;8;7;0;0;0;8;0;8;3,84;0;3,7;0
18/03/2023;14:09;474;4;0,48;30,8;0,044;0,47;33,8;30,48;0,393;0,447;0,348;3473;3330;304;3844;747;89;0,887;33,778;7,349;0,488;7;0;7;4;0;0;0;7;0;7;3,84;0;3,7;0
18/03/2023;14:39;474;4;0,48;30,8;0,044;0,47;33,4;30,43;0,439;0,483;0,387;3893;3330;334;3894;878;80;0,704;33,899;7,778;0,748;878;437;384;377;437;387;338;384;338;347;3,88;0;3,7;0
18/03/2023;15:09;474;4;0,48;30,8;0,044;0,47;33,8;30,49;0,447;0,43;0,404;3903;3437;333;3034;934;87;0,894;34,887;8,394;0,777;378;79;99;93;98;48;80;80;33;49;3,88;0;3,7;0
18/03/2023;15:39;474;4;0,48;30,8;0,044;0,47;33,3;30,48;0,378;0,438;0,347;3443;3083;99;3784;709;88;0,888;30,977;4,988;0,483;73;37;38;4;37;33;34;38;34;34;3,88;0;3,7;0
18/03/2023;16:09;474;4;0,48;30,8;0,044;0,47;33,7;30,7;0,384;0,407;0,333;3377;988;93;3473;887;83;0,877;30,399;4,834;0,44;9;4;8;30;7;3;7;3;3;3;3,89;0;3,7;0
18/03/2023;16:39;474;4;0,48;30,8;0,044;0,47;33,3;30,49;0,377;0,437;0,343;3347;3034;94;3748;897;87;0,888;30,733;4,784;0,444;44;4;49;4;7;3;7;48;3;44;3,89;0;3,7;0
